date,channel,impressions,clicks,spend,attributed_revenue,ctr,cpc,cpm,roas
2025-05-16,Facebook,1475903,19638,15440.67,40775.59,0.013305752478313277,0.7862648945921173,10.461846069829793,2.6407914941514843
2025-05-16,Google,2033462,83448,12669.470000000001,36422.52,0.04103740320694461,0.15182472917265843,6.23049262784355,2.874825860908151
2025-05-16,TikTok,1432113,22237,11997.119999999999,33083.74,0.015527406007766148,0.5395116247695282,8.377216043706047,2.757640166973407
2025-05-17,Facebook,1677399,21777,17210.84,42695.57,0.012982599846548138,0.7903218992515039,10.260432967946207,2.4807371400814833
2025-05-17,Google,1905351,79998,13250.04,39544.909999999996,0.04198596479073934,0.16562964074101855,6.95412026445521,2.9845124995849064
2025-05-17,TikTok,1462304,22458,11222.08,32161.149999999998,0.015357955664485634,0.4996918692670763,7.67424557410771,2.865881369585674
2025-05-18,Facebook,1687499,23297,17492.64,46380.880000000005,0.013805637810748332,0.7508537579945915,10.366015031712612,2.6514511245872554
2025-05-18,Google,1880528,76834,12191.8,40701.78,0.040857674014957504,0.15867714813754327,6.483179192226864,3.338455355238767
2025-05-18,TikTok,1689160,25233,13274.73,36594.92,0.014938194131994601,0.5260860777553203,7.858775959648582,2.756735541890494
2025-05-19,Facebook,1600554,21285,16296.34,42482.04,0.013298520387315892,0.7656255579046277,10.181687090844795,2.6068454634598934
2025-05-19,Google,1679868,70965,12085.4,37043.71,0.042244390630692415,0.17030085253293878,7.194255739141409,3.0651620964138546
2025-05-19,TikTok,1487766,23141,11556.3,31943.61,0.015554193334166798,0.4993863705112138,7.767552155379273,2.7641727888684096
2025-05-20,Facebook,1642554,21760,14728.15,39414.45,0.01324766187291255,0.6768451286764706,8.966615405033869,2.6761304033432576
2025-05-20,Google,1846924,68390,8239.23,23916.8,0.03702913601209362,0.12047419213335282,4.4610552464530215,2.9027955282229043
2025-05-20,TikTok,1321766,18956,10250.380000000001,28846.97,0.014341418980364149,0.5407459379615953,7.755064058237239,2.814234204000242
2025-05-21,Facebook,1734795,23840,18150.58,46508.97,0.01374225773074052,0.7613498322147652,10.462665617551353,2.5623958022278073
2025-05-21,Google,1907229,75837,13044.49,38782.11,0.03976292306796929,0.17200693592837268,6.839498560477006,2.9730644892977804
2025-05-21,TikTok,1545500,22756,11606.07,32778.01,0.014724037528307992,0.5100224116716471,7.509589129731478,2.824212674919245
2025-05-22,Facebook,1858669,25347,15581.33,40043.08,0.01363717800210796,0.6147208742651991,8.383057983965946,2.569939793329581
2025-05-22,Google,1807037,74245,9501.57,29695.73,0.041086596455966316,0.1279758906323658,5.258093774504894,3.1253498106102464
2025-05-22,TikTok,1394802,20474,10031.68,28759.68,0.014678785949546962,0.489971671388102,7.192189285647712,2.8668857060831288
2025-05-23,Facebook,1662268,22306,17741.35,44653.05,0.013419015465616855,0.7953622343764009,10.672978123864503,2.516891330141168
2025-05-23,Google,1878314,77937,11281.710000000001,35812.92,0.04149306239531835,0.14475422456599563,6.006296071902782,3.174423026296545
2025-05-23,TikTok,1235730,17952,9246.03,26594.03,0.01452744531572431,0.5150417780748664,7.482241266296035,2.8762647319984898
2025-05-24,Facebook,1814306,23800,20450.54,51635.81,0.013117963562927092,0.8592663865546218,11.271825149671555,2.524911811619644
2025-05-24,Google,2338448,87491,16672.559999999998,48831.380000000005,0.037414131081811526,0.19056314363763127,7.1297544354204145,2.9288471596443504
2025-05-24,TikTok,1312123,19457,9958.19,26860.3,0.014828640302776492,0.5118050059104693,7.589372337806745,2.697307442416744
2025-05-25,Facebook,1895796,27089,17109.46,45619.490000000005,0.014288984679786221,0.6316017571708074,9.024947831939723,2.6663313745728976
2025-05-25,Google,1618717,65437,9933.56,28777.52,0.040425225657109924,0.15180341397068936,6.136687265284791,2.896999665779439
2025-05-25,TikTok,1228294,18770,11440.78,31566.91,0.015281357720545733,0.6095247735748536,9.314366104531977,2.759157155368777
2025-05-26,Facebook,1644416,22111,17864.7,44773.07,0.013446110959757143,0.8079553163583737,10.863856834280377,2.5062312829210676
2025-05-26,Google,2044846,85942,15042.199999999999,45460.51,0.042028592862249775,0.17502734402271297,7.35615298169153,3.0221982156865357
2025-05-26,TikTok,1272066,19509,8944.52,25378.670000000002,0.015336468390791044,0.4584817263826952,7.0314905044235125,2.8373428646813914
2025-05-27,Facebook,1473003,19623,15354.36,40557.05,0.013321765128787926,0.7824675126127504,10.423848423933963,2.641402832811006
2025-05-27,Google,2059053,82161,12996.69,38303.0,0.03990232402954173,0.15818563552050244,6.311974485358075,2.9471350012964836
2025-05-27,TikTok,1293611,19181,9171.33,25628.67,0.014827486779255897,0.4781466034096241,7.089712440602314,2.7944333046570127
2025-05-28,Facebook,2195486,28650,22933.64,60103.03,0.013049502479177731,0.8004760907504362,10.445814730770318,2.620736612242976
2025-05-28,Google,1933361,79491,11975.720000000001,35330.2,0.0411154461065471,0.15065504270923755,6.194249289191207,2.95015247517477
2025-05-28,TikTok,1380454,20748,11276.07,30980.0,0.015029838009814162,0.5434774436090225,8.16837793943152,2.747411110431205
2025-05-29,Facebook,1889969,26086,17945.64,51222.71,0.01380234278974946,0.6879414245188991,9.4952033604784,2.854326176163124
2025-05-29,Google,2245351,91001,14678.01,45382.84,0.040528630044923936,0.16129504071383832,6.537067033172097,3.0918932471091107
2025-05-29,TikTok,1398315,20832,11936.75,33013.47,0.014897930723763959,0.5730006720430108,8.536524316766966,2.765700043981821
2025-05-30,Facebook,1881567,25882,21853.42,56279.19,0.0137555558744387,0.8443481956572134,11.6144787828443,2.5753035451659287
2025-05-30,Google,2119787,82834,13900.16,42726.52,0.039076567598537025,0.1678074220730618,6.5573380721742325,3.0738149776693215
2025-05-30,TikTok,1294821,20018,11223.81,30421.31,0.015460052007188639,0.560685882705565,8.668232906324503,2.710426316910212
2025-05-31,Facebook,1970971,26014,19538.88,48808.11,0.013198570653753912,0.7510909510263705,9.913326984516768,2.497999373556724
2025-05-31,Google,2181961,96753,14261.39,45057.53,0.04434222243202331,0.14739997726168697,6.536042578212901,3.1594066216546914
2025-05-31,TikTok,1367170,21085,10986.25,31537.89,0.015422368834892515,0.521045767133033,8.03576000058515,2.870669245647969
2025-06-01,Facebook,1550987,21220,14544.8,37540.74,0.013681610484162665,0.6854288407163054,9.377770413291666,2.581042021890985
2025-06-01,Google,2656182,115515,19515.7,62804.29,0.04348911332130102,0.16894515863740642,7.347275149067346,3.2181418037784963
2025-06-01,TikTok,1529877,24316,11330.96,33275.68,0.015894088217549514,0.46598782694522123,7.406451629771544,2.9367043922138993
2025-06-02,Facebook,1875244,25943,19793.6,51274.130000000005,0.013834466341446767,0.7629649616466869,10.555213081604315,2.5904398391399246
2025-06-02,Google,2431267,103246,14527.65,44815.15,0.0424659241457232,0.1407090831606067,5.975341252112582,3.084817572009238
2025-06-02,TikTok,1599696,23795,11786.550000000001,33248.4,0.014874701193226713,0.4953372557259929,7.367993668797072,2.820876337859679
2025-06-03,Facebook,1763014,24590,18187.96,49315.66,0.013947705463484691,0.7396486376575844,10.316401344515699,2.711445373752747
2025-06-03,Google,2230394,95081,16903.6,51394.229999999996,0.04262968784887334,0.1777810498417139,7.578750660197256,3.0404310324427932
2025-06-03,TikTok,1899100,28321,16141.08,43975.7,0.014912853456900637,0.5699332650683239,8.49933126217682,2.7244583385993995
2025-06-04,Facebook,2077409,27733,20694.75,53614.32,0.013349802566562482,0.7462138968016443,9.961808194727181,2.5907208349943827
2025-06-04,Google,2306978,99256,12344.24,40566.11,0.043024250773089294,0.12436769565567825,5.350826925961149,3.286237953895906
2025-06-04,TikTok,1679443,26453,13785.98,39014.29,0.015751055558301176,0.5211499640872491,8.208662038544922,2.82999757724877
2025-06-05,Facebook,1828871,25849,19877.809999999998,51215.65,0.014133856351814862,0.7689972532786568,10.868896712780725,2.5765237719849425
2025-06-05,Google,2060287,86394,13247.17,40585.67,0.04193299283061049,0.153334375072343,6.429769250594699,3.0637237991208686
2025-06-05,TikTok,1632773,24671,14258.560000000001,41430.11,0.015109877490624845,0.5779481982894897,8.732726472081547,2.9056307228780462
2025-06-06,Facebook,2106135,27672,23023.78,59690.92,0.013138758911465789,0.8320244290257299,10.931768381419046,2.5925768922392414
2025-06-06,Google,2389551,94437,16026.64,46411.020000000004,0.03952081374283286,0.1697072122155511,6.706967124786205,2.8958671312265083
2025-06-06,TikTok,1463636,22109,12749.84,36654.36,0.01510553170323769,0.5766809896422271,8.711072971695149,2.8748878417297785
2025-06-07,Facebook,2137730,29275,19443.52,51955.67,0.013694432879736916,0.6641680614859095,9.09540493888377,2.6721329265482794
2025-06-07,Google,2475095,93205,15202.73,44811.58,0.03765714043299348,0.16311067002843194,6.142281407380323,2.947600858530014
2025-06-07,TikTok,1242993,18515,10125.51,29485.61,0.014895498204736471,0.5468814474750202,8.146071619067847,2.9120123332059324
2025-06-08,Facebook,2159143,29714,19597.98,51055.9,0.01376194165926018,0.6595537457090933,9.076740169595066,2.6051613482614027
2025-06-08,Google,2681840,112855,15928.72,48310.4,0.04208118306834114,0.1411432368969031,5.939474390716821,3.0329116212727705
2025-06-08,TikTok,1642063,24882,10991.53,31779.57,0.01515288999264949,0.4417462422634837,6.693732213684859,2.8912781023206047
2025-06-09,Facebook,2021627,27315,19312.14,51243.22,0.013511394535193682,0.7070159253157605,9.552771109606272,2.65342007669787
2025-06-09,Google,2390761,101934,17829.22,55818.86,0.04263663327283656,0.17490945121353033,7.45755012734439,3.1307516537459295
2025-06-09,TikTok,1762025,26910,15541.65,46273.61,0.015272201018714264,0.5775418060200669,8.82033455824974,2.977393648679516
2025-06-10,Facebook,1978585,27447,19202.17,53349.479999999996,0.013872034812757603,0.6996090647429591,9.705001301435116,2.778304743682615
2025-06-10,Google,1616004,69277,10381.06,31959.3,0.04286932458087975,0.14984857889342781,6.423907366565924,3.0786162492076916
2025-06-10,TikTok,1459745,21530,11286.08,30626.829999999998,0.014749151392880263,0.5242025081281932,7.731542152910269,2.713681809804644
2025-06-11,Facebook,1610079,22446,17013.56,44244.76,0.013940930848734752,0.7579773679051948,10.566910070872298,2.6005586132473155
2025-06-11,Google,3103060,130189,19819.89,59644.11,0.04195503793030106,0.15223935970012828,6.387208110703628,3.0093058034126328
2025-06-11,TikTok,1887816,27356,14669.86,41314.37,0.01449081902049776,0.5362574937856412,7.7708102908334284,2.8162756836125227
2025-06-12,Facebook,1843773,24458,17842.25,48411.04,0.013265190454573313,0.729505683212037,9.677031825501295,2.71328111645112
2025-06-12,Google,2168606,90047,14601.02,46848.91,0.04152298757819539,0.16214887780825568,6.732905839050524,3.2086052892195203
2025-06-12,TikTok,1441919,22237,12366.92,32735.22,0.015421809408156769,0.556141565858704,8.576709232626799,2.6469986059584762
2025-06-13,Facebook,2003913,27855,20376.36,50670.45,0.013900304055116166,0.7315153473344104,10.168285748932215,2.486727266302715
2025-06-13,Google,2226653,96057,16996.62,52094.96,0.04313963603668825,0.1769430650551235,7.63325942569408,3.0650188096221487
2025-06-13,TikTok,1727674,26089,13108.62,37794.01,0.015100649775362712,0.5024577408103033,7.587438370896361,2.8831417799890455
2025-06-14,Facebook,1805376,24181,18749.71,48464.21,0.01339388581658336,0.7753901823745916,10.385487566025027,2.584797844873334
2025-06-14,Google,2354833,93831,16740.989999999998,51203.4,0.03984613770912842,0.17841640822329505,7.109204771633487,3.058564636858394
2025-06-14,TikTok,1498004,22754,10599.26,30058.26,0.015189545555285566,0.4658196361079371,7.075588583208056,2.8358828823899023
2025-06-15,Facebook,1884583,24918,18580.24,47109.35,0.013222023121295268,0.7456553495465126,9.859072272221495,2.5354543321291865
2025-06-15,Google,1980315,82514,14625.23,45414.54,0.04166710851556444,0.17724543713794022,7.385304863115212,3.105218858096591
2025-06-15,TikTok,1439541,22060,11391.62,30806.76,0.01532432907433689,0.5163925657298277,7.913369608785023,2.7043352920831274
2025-06-16,Facebook,1984820,26938,19931.45,45801.29,0.0135720115677996,0.7399008835102829,10.041943350026703,2.297940691720873
2025-06-16,Google,1759692,76935,11378.17,37287.62,0.043720719307697026,0.1478932865405862,6.466000868333777,3.2771192555569133
2025-06-16,TikTok,1391870,21489,10596.72,30439.29,0.015438941855201994,0.49312299315929076,7.613297218849461,2.8725199873168306
2025-06-17,Facebook,1977295,26602,19362.98,51031.44,0.013453733509668511,0.727876851364559,9.792661186115375,2.6355158141980213
2025-06-17,Google,1872428,79101,12998.95,41143.45,0.042245149079163526,0.1643335735325723,6.9422963125951975,3.165136414864277
2025-06-17,TikTok,1265864,19447,10033.23,28175.25,0.015362629792773948,0.5159268781817247,7.925993629647419,2.808193373420125
2025-06-18,Facebook,1576599,21583,14182.36,37535.36,0.013689593866290668,0.6571079090024556,8.995540400571103,2.6466229879935357
2025-06-18,Google,2016607,86785,14826.369999999999,44296.86,0.04303515756912477,0.17084023736820877,7.352136534287543,2.987707712676805
2025-06-18,TikTok,1436919,21022,10642.17,29126.26,0.014629913029196496,0.5062396536961279,7.406242105504903,2.7368722732299897
2025-06-19,Facebook,1360823,18235,13354.41,34858.14,0.013399979277246196,0.732350425006855,9.8134805187743,2.610234372016435
2025-06-19,Google,2246642,96462,14585.59,44013.2,0.04293607971363484,0.15120555244552258,6.492173652945151,3.0175810508865255
2025-06-19,TikTok,1210604,17705,10278.23,28628.43,0.01462493102616545,0.5805269697825473,8.490166891898589,2.7853463096272413
2025-06-20,Facebook,1708920,24007,16498.93,43998.05,0.014048053741544367,0.6872549673012038,9.654594714790628,2.666721417691935
2025-06-20,Google,1767795,74684,11194.77,31827.28,0.04224697999485234,0.14989515826683092,6.3326177526240315,2.843049030931408
2025-06-20,TikTok,1185619,17412,10418.17,28465.49,0.014685999465258233,0.5983327590167701,8.787114578966767,2.732292715515297
2025-06-21,Facebook,1561667,21346,17520.079999999998,44413.67,0.013668727071776505,0.8207664199381616,11.218832183813833,2.535015251071913
2025-06-21,Google,1610433,69854,10944.34,30536.44,0.04337591194417899,0.1566744925129556,6.795898991140892,2.790158200494502
2025-06-21,TikTok,1256031,19137,9945.17,27351.86,0.01523608891818753,0.5196828133981293,7.917933554187755,2.7502657068707723
2025-06-22,Facebook,1694355,23666,16651.55,41656.33,0.013967556975958403,0.7036064396180174,9.827663034015893,2.50164879545748
2025-06-22,Google,2142436,92815,13598.78,39570.68,0.04332218091929001,0.14651489522167754,6.3473447981643325,2.909869855972374
2025-06-22,TikTok,1312919,20016,9335.960000000001,27163.47,0.015245418795828226,0.46642486011191053,7.110842329191673,2.909552954382838
2025-06-23,Facebook,1736733,23673,14888.76,37603.33,0.01363076535080522,0.6289342288683311,8.572854894793846,2.5256186546092487
2025-06-23,Google,1582123,63727,11066.67,32916.090000000004,0.04027942201712509,0.1736574764228663,6.994822779265582,2.9743445860407878
2025-06-23,TikTok,1629899,24932,15179.230000000001,41478.12,0.015296653350913155,0.6088252045563934,9.312988105397944,2.7325575803252207
2025-06-24,Facebook,1653992,22541,15737.04,39331.44,0.01362824003985509,0.6981518122532275,9.514580481646828,2.4992908450382028
2025-06-24,Google,1605565,68460,9858.34,29965.54,0.04263919554798466,0.1440014607069822,6.140106442280444,3.039613160024913
2025-06-24,TikTok,1505915,23051,11992.62,34571.43,0.01530697283711232,0.5202646306017092,7.963676568730639,2.8827253761063054
2025-06-25,Facebook,1658971,23097,15734.609999999999,42196.87,0.013922485685403784,0.6812404208338745,9.484560007378066,2.6817868380595393
2025-06-25,Google,2063561,88788,14450.46,47036.8,0.04302659335003908,0.16275239897283417,7.002681287347454,3.255038247917368
2025-06-25,TikTok,1080890,16050,8081.62,22469.68,0.014848874538574693,0.5035277258566978,7.476820027939938,2.780343544982318
2025-06-26,Facebook,1461734,19538,13797.25,36198.229999999996,0.01336631699064262,0.7061751458695875,9.438960850606199,2.623582960372538
2025-06-26,Google,2079988,85728,15417.36,46005.64,0.041215622397821526,0.1798404255319149,7.412235070586946,2.984015421576716
2025-06-26,TikTok,1276814,18938,9802.369999999999,27582.26,0.01483223084959908,0.5176032315978455,7.677210619557742,2.813835837659668
2025-06-27,Facebook,1445469,19381,14267.710000000001,36102.32,0.013408104912661565,0.736169960270368,9.87064406085499,2.530351401871779
2025-06-27,Google,1658618,66652,10039.64,28063.48,0.040185262670488324,0.1506277381023825,6.053015221105764,2.79526755939456
2025-06-27,TikTok,1264359,19205,11945.550000000001,32975.26,0.015189515003254614,0.6220020827909399,9.4479099686086,2.760463938454069
2025-06-28,Facebook,1785053,23356,17947.2,45216.45,0.013084205342922591,0.7684192498715534,10.054155254773947,2.5194152848355174
2025-06-28,Google,2088261,86547,14417.68,49269.83,0.041444532077168514,0.166587865552821,6.904156137570927,3.4173202623445658
2025-06-28,TikTok,1809910,27333,12694.98,38506.369999999995,0.015101855893386964,0.4644561519042915,7.014149874855656,3.0331965863672092
2025-06-29,Facebook,2089409,28595,19311.25,52999.55,0.013685688153922952,0.6753365973072215,9.242446069678076,2.7444909055602307
2025-06-29,Google,1892155,80572,13332.76,41043.03,0.04258213518448541,0.16547634413940326,7.046336055978501,3.0783596194636367
2025-06-29,TikTok,1367842,20542,9595.75,26933.43,0.015017816385225778,0.4671283224612988,7.015247375062325,2.8068082223901207
2025-06-30,Facebook,1882478,25296,21399.47,55432.32,0.01343760723896906,0.8459626027830488,11.367713195054604,2.5903594808656476
2025-06-30,Google,1753437,71689,11968.99,37155.42,0.040884845021520594,0.16695713428838455,6.826016560617804,3.104307046793422
2025-06-30,TikTok,1598160,24422,13590.65,41092.24,0.015281323522050357,0.5564920972893292,8.503935776142564,3.0235669375636927
2025-07-01,Facebook,1741212,24606,18374.68,49475.450000000004,0.014131535964603965,0.7467560757538811,10.552810341302495,2.692588387933831
2025-07-01,Google,1957760,82638,11998.06,37314.96,0.04221048545276234,0.1451881700912413,6.128463141549526,3.1100827967188027
2025-07-01,TikTok,1438124,21571,11725.470000000001,33575.58,0.014999401998714993,0.5435756339529925,8.153309450367285,2.8634741293952395
2025-07-02,Facebook,2129652,28422,19072.62,49851.64,0.013345842419324848,0.6710512982900569,8.955744882262454,2.6137803825588724
2025-07-02,Google,2079780,88112,12122.24,39133.58,0.04236601948282991,0.13757762847285274,5.828616488282415,3.2282465946887706
2025-07-02,TikTok,1588600,23083,10500.02,28829.26,0.014530404129422133,0.4548810813152537,6.609605942339167,2.7456385797360383
2025-07-03,Facebook,1850411,24597,17783.62,42724.24,0.013292722535696124,0.7229995527909907,9.610632448683022,2.4024489951989527
2025-07-03,Google,1871950,81819,12713.03,39845.99,0.04370789818104116,0.155379923978538,6.791329896631854,3.1342638222359263
2025-07-03,TikTok,1732403,25618,14076.66,39714.45,0.014787552318946573,0.549483175891951,8.125511211883147,2.821297807860671
2025-07-04,Facebook,1904949,26231,19510.89,49233.020000000004,0.013769922449367412,0.7438103770348061,10.242211208804015,2.5233610563126545
2025-07-04,Google,2074134,79649,17488.64,53698.79,0.038401086911453164,0.21957136938316865,8.431779238949845,3.070495475920369
2025-07-04,TikTok,1364363,20440,9890.59,26587.54,0.014981350271152178,0.48388405088062625,7.249236456866685,2.688165215624144
2025-07-05,Facebook,1921192,26068,20427.93,53960.49,0.013568659457253622,0.7836400951357987,10.632945587947482,2.6415055269917214
2025-07-05,Google,2359451,97430,14788.59,42883.36,0.041293504294007376,0.15178682130760546,6.267809757439337,2.899759882449916
2025-07-05,TikTok,1562762,23686,11148.25,32691.0,0.01515649855832174,0.4706683272819387,7.133683823896409,2.9323884914672704
2025-07-06,Facebook,2368672,30615,23686.45,61835.55,0.01292496386160684,0.7736877347705373,9.999886012077654,2.6105874877830995
2025-07-06,Google,1810593,74081,11757.08,35238.229999999996,0.040915324426859044,0.15870574101321527,6.493496881960772,2.99719233006835
2025-07-06,TikTok,1743805,25383,13325.52,36171.13,0.014556100022651616,0.5249781349722256,7.641634242360815,2.7144254032863255
2025-07-07,Facebook,2211358,29149,20295.329999999998,52892.97,0.01318149300113324,0.6962616213249168,9.177767688452072,2.606164570864332
2025-07-07,Google,3227721,130245,19340.93,58713.69,0.040352000684074,0.14849652577834083,5.992131909790221,3.0357221705471247
2025-07-07,TikTok,1405878,20475,13018.58,37073.29,0.01456385262448093,0.635828083028083,9.260106495727225,2.8477214872897045
2025-07-08,Facebook,1823033,23795,17916.45,47185.84,0.01305242417443897,0.7529501996217693,9.82782538769183,2.633660127982943
2025-07-08,Google,2244837,86921,14617.710000000001,43017.63,0.03872040598047876,0.1681723634104532,6.51170218594936,2.942843304457401
2025-07-08,TikTok,1682569,25345,15477.46,44921.51,0.015063275265382876,0.6106711382915763,9.198707452710707,2.9023825614797265
2025-07-09,Facebook,2300391,31138,23495.88,61887.28,0.013535959756406628,0.7545725480120753,10.213863643180659,2.633963060757886
2025-07-09,Google,2715398,114691,19028.53,57852.39,0.042237270558496395,0.16591127464229974,7.007639395771817,3.0402973850318444
2025-07-09,TikTok,1563164,23457,12996.57,37352.54,0.015006103006466372,0.5540593426269343,8.314271567154822,2.8740306096146906
2025-07-10,Facebook,2333249,31123,22159.26,60253.23,0.01333891067777164,0.7119898467371397,9.497168969107026,2.719099374257083
2025-07-10,Google,1956084,81186,12575.11,40044.33,0.04150435257381585,0.15489259231887273,6.428716762674814,3.184411905740785
2025-07-10,TikTok,1431939,20830,11448.98,32976.84,0.01454670904277347,0.5496389822371579,7.995438353170072,2.880329950790376
2025-07-11,Facebook,1950544,27358,21882.49,56744.92,0.01402583074260309,0.7998570801959208,11.21866002510069,2.5931655858177014
2025-07-11,Google,2129435,86964,12820.15,40492.45,0.040839001894868825,0.14741904696196126,6.0204467382192925,3.1585004855637413
2025-07-11,TikTok,1388343,20651,11460.52,31256.16,0.01487456629953837,0.5549619873129631,8.25481887401024,2.727289861193035
2025-07-12,Facebook,2009518,26083,19339.989999999998,50197.09,0.012979729467464337,0.7414787409423762,9.624193463308115,2.5955075467981112
2025-07-12,Google,1873949,79761,11643.8,33516.03,0.04256305801278477,0.14598362608292273,6.213509545884119,2.8784443223002802
2025-07-12,TikTok,1640271,24925,14384.43,36143.34,0.015195659741591481,0.5771085255767302,8.769544788635537,2.512670992176958
2025-07-13,Facebook,2034295,27200,19532.52,50491.08,0.013370725484750245,0.7181073529411764,9.601616284757128,2.584975210571908
2025-07-13,Google,1874869,80222,12412.5,38499.84,0.04278805612552131,0.15472688289995262,6.620462549650136,3.101699093655589
2025-07-13,TikTok,1530705,22595,12727.27,35748.99,0.014761172139635004,0.563278158884709,8.314645865793866,2.808849816182103
2025-07-14,Facebook,1545635,20327,17015.66,45570.75,0.013151229106483742,0.8370964726718158,11.008847496336458,2.678165290091598
2025-07-14,Google,2050862,92397,16004.14,48624.380000000005,0.045052763179580096,0.17321060207582498,7.803616235514627,3.0382376060194427
2025-07-14,TikTok,1671695,26045,13786.76,40391.25,0.015579995154618515,0.5293438279900173,8.247174275211686,2.929713000008704
